C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\center_2024_01_11_19_12_36_336.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\left_2024_01_11_19_12_36_336.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\right_2024_01_11_19_12_36_336.jpg,0,0,0,2.169457E-05
C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\center_2024_01_11_19_12_36_403.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\left_2024_01_11_19_12_36_403.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\right_2024_01_11_19_12_36_403.jpg,0,0,0,4.744869E-05
C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\center_2024_01_11_19_12_36_482.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\left_2024_01_11_19_12_36_482.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\right_2024_01_11_19_12_36_482.jpg,0,0,0,7.309509E-05
C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\center_2024_01_11_19_12_36_565.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\left_2024_01_11_19_12_36_565.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\right_2024_01_11_19_12_36_565.jpg,0,0,0,8.430048E-05
C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\center_2024_01_11_19_12_36_634.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\left_2024_01_11_19_12_36_634.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\right_2024_01_11_19_12_36_634.jpg,0,0,0,0.0001012966
C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\center_2024_01_11_19_12_36_715.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\left_2024_01_11_19_12_36_715.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\right_2024_01_11_19_12_36_715.jpg,0,0,0,0.0001165984
C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\center_2024_01_11_19_12_36_797.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\left_2024_01_11_19_12_36_797.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\right_2024_01_11_19_12_36_797.jpg,0,0,0,0.0001396855
C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\center_2024_01_11_19_12_36_874.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\left_2024_01_11_19_12_36_874.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\right_2024_01_11_19_12_36_874.jpg,0,0,0,0.0001957751
C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\center_2024_01_11_19_12_36_949.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\left_2024_01_11_19_12_36_949.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\right_2024_01_11_19_12_36_949.jpg,0,0,0,0.0002816333
C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\center_2024_01_11_19_12_37_031.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\left_2024_01_11_19_12_37_031.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\right_2024_01_11_19_12_37_031.jpg,0,0,0,0.0002894168
C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\center_2024_01_11_19_12_37_109.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\left_2024_01_11_19_12_37_109.jpg,C:\Users\elisa\OneDrive - hochschule-trier.de\Dokumente\Studium\SmartTechnologies\Data\DataTrack2\IMG\right_2024_01_11_19_12_37_109.jpg,0,0,0,5.816124E-05
